,rank,username,article_link,date,views,creator_club_status,article_cat
277,277,lakshmi225,https://www.analyticsvidhya.com/blog/2021/06/build-your-own-fake-news-classifier-with-nlp/,2021-06-28,88,1,"Advanced,Classification,News,NLP,Project,Python,python,Text"
278,277,naman917,https://www.analyticsvidhya.com/blog/2021/06/traversing-the-trinity-of-statistical-inference-part-1-estimation/,2021-06-15,87,1,"Beginner,Maths,Statistics"
279,279,mrinalini72,https://www.analyticsvidhya.com/blog/2021/06/uber-and-lyft-cab-prices-data-analysis-and-visualization/,2021-06-17,86,0,"Beginner,Data Visualization"
280,281,Gargeya,https://www.analyticsvidhya.com/blog/2021/06/how-to-aggregate-pipeline-with-mongodb/,2021-06-26,83,1,"Advanced,Data Engineering,Libraries,MLops,Project,Python"
281,281,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/how-covid19-pandemic-has-been-tackled-by-data-science/,2021-06-16,83,1,"Beginner,Career"
282,283,akilaram,https://www.analyticsvidhya.com/blog/2021/06/pyspark-handling-immutable-dataframes-with-flexibility/,2021-06-16,80,1,"Beginner,Data Engineering,Spark,Structured Data"
283,284,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/how-to-add-textual-watermarks-to-the-images-with-opencv-and-pil/,2021-06-20,78,1,"Beginner,Computer Vision,Image,Libraries,Programming,python,Use Cases"
284,284,kaustubh1828,https://www.analyticsvidhya.com/blog/2021/06/running-pandas-on-gpu-taking-it-to-the-moon/,2021-06-22,77,1,"Data Science,Intermediate,Libraries,Machine Learning,Pandas,Profile Building,Python"
285,284,gunjan28,https://www.analyticsvidhya.com/blog/2021/06/datatypes-and-containers-in-python-a-complete-guide/,2021-06-14,77,1,"Beginner,Programming,Python"
286,287,bai3,https://www.analyticsvidhya.com/blog/2021/06/a-visual-guide-to-recurrent-neural-networks/,2021-06-26,75,1,"Advanced,Deep Learning"
287,287,yasho_191,https://www.analyticsvidhya.com/blog/2021/06/decoding-the-chi-square-test%e2%80%8a-%e2%80%8ause-along-with-implementation-and-visualization/,2021-06-12,74,0,"Beginner,Maths,Python,Statistics"
288,289,amruta99,https://www.analyticsvidhya.com/blog/2021/06/practical-guide-to-word-embedding-system/,2021-06-26,71,1,"Data Science,Intermediate,Libraries,NLP,Python,Text,Word Embeddings"
289,289,vedha24,https://www.analyticsvidhya.com/blog/2021/06/memory-networks-for-qaquestion-and-answer-applications/,2021-06-23,70,0,"Advanced,conversational AI,NLP"
290,291,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/deep-learning-how-it-started-what-are-the-different-variants-how-it-caused-severe-disruption-to-all-existing-technology/,2021-06-15,61,1,"Beginner,Deep Learning"
291,292,shivani46,https://www.analyticsvidhya.com/blog/2021/06/introduction-to-computer-vision-for-data-scientists/,2021-06-25,59,1,"Advanced,Computer Vision,Image,Image Analysis,Project,Python"
292,293,priya_dharshini__,https://www.analyticsvidhya.com/blog/2021/06/must-know-statistical-data-analysis-techniques-in-machine-learning/,2021-06-24,54,0,"Beginner,Data Exploration,Data Visualization,Libraries,Project,Python,Structured Data"
293,294,keegan3,https://www.analyticsvidhya.com/blog/2021/06/image-recognition-using-pytorch-lightning/,2021-06-25,50,0,"Advanced,Computer Vision,Deep Learning,Image,Libraries,python,PyTorch,Unstructured Data"
294,295,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/the-right-data-science-consultation-help-can-enable-you-to-actually-make-use-of-your-data-and-the-need-for-data-science-to-be-dynamic/,2021-06-11,44,1,"Beginner,Consulting"
295,295,Gargeya,https://www.analyticsvidhya.com/blog/2021/06/image-classifier-with-streaming-augmented-images-from-local-storage/,2021-06-15,44,1,"Deep Learning,Image,Intermediate,Python,Unstructured Data"
296,297,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/why-is-data-science-still-considered-a-contemporary-and-highly-advanced-field-and-can-you-consult-a-data-science-consulting-firm/,2021-06-15,28,1,"Beginner,Career,Consulting"
297,298,mrinal41,https://www.analyticsvidhya.com/blog/2021/06/a-quick-overview-of-aroc-vs-accuracy-vs-roc/,2021-06-21,26,1,"Beginner,Classification,Machine Learning,Maths"
298,299,abhishek456,https://www.analyticsvidhya.com/blog/2021/06/do-artificial-intelligence-and-business-analytics-complement-each-other/,2021-06-18,16,0,"Artificial Intelligence,Beginner,Business Analytics"
299,300,chirag676,https://www.analyticsvidhya.com/blog/2021/06/part-8-step-by-step-guide-to-master-nlp-in-python/,2021-06-22,13,1,"Beginner,Data Science,NLP,Python,Text,Word Embeddings"
